Response_Date,Month,WeekNo,DOW,Hour,Shift,Priority_Number,Problem,Agency,MethodOfCallRcvd,T2Q,T2Disp,ProcTime
2020-08-28 10:19:40.000,August,35,Fri,10,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,282,43,283
2020-08-28 10:34:04.000,August,35,Fri,10,DAY,2,ON VIEW,POLICE,NULL,0,0,0
2020-08-28 10:34:46.000,August,35,Fri,10,DAY,4,PUBLIC SERVICE MULTI OFFICER,POLICE,Phone,815,317,815
2020-08-28 10:37:02.000,August,35,Fri,10,DAY,2,ANIMAL SICK-INJURED,POLICE,Phone,91,505,95
2020-08-28 10:45:12.000,August,35,Fri,10,DAY,2,DISORDERLY CONDUCT,POLICE,,8,4,161
2020-08-28 10:48:26.000,August,35,Fri,10,DAY,4,ABANDONED AUTO,POLICE,Phone,80,1174,80
2020-08-28 10:55:05.000,August,35,Fri,10,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-28 11:00:19.000,August,35,Fri,11,DAY,4,PARKING COMPLAINT,POLICE,Phone,148,225,149
2020-08-28 11:02:20.000,August,35,Fri,11,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,272,57,294
2020-08-28 11:09:16.000,August,35,Fri,11,DAY,4,PARKING COMPLAINT,POLICE,Phone,383,11,384
2020-08-28 11:09:41.000,August,35,Fri,11,DAY,2,911 HANG UP,POLICE,E-911,91,771,305
2020-08-28 11:34:16.000,August,35,Fri,11,DAY,4,PARKING COMPLAINT,POLICE,Phone,65,684,92
2020-08-28 11:55:57.000,August,35,Fri,11,DAY,2,TROUBLE UNKNOWN NO EMS,POLICE,Phone,196,61,243
2020-08-28 12:04:57.000,August,35,Fri,12,DAY,5,LARCENY FROM AUTO TRU,POLICE,Phone,159,7,160
2020-08-28 12:08:22.000,August,35,Fri,12,DAY,1,UNCONSCIOUS ALS 2,EMS,E-911,36,4,342
2020-08-28 12:13:54.000,August,35,Fri,12,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,137,70,192
2020-08-28 12:17:08.000,August,35,Fri,12,DAY,1,UNCONSCIOUS ALS 2,EMS,E-911,59,7,59
2020-08-28 12:26:46.000,August,35,Fri,12,DAY,2,DEST OF PROP OTH IN PROG,POLICE,Radio,42,30,98
2020-08-28 12:27:54.000,August,35,Fri,12,DAY,3,PUBLIC SERVICE MULTI OFFICER,POLICE,Phone,1559,951,1591
2020-08-28 12:33:58.000,August,35,Fri,12,DAY,2,MVC PROPERTY DAMAGE,POLICE,Phone,593,221,596
2020-08-28 12:36:04.000,August,35,Fri,12,DAY,4,PUBLIC SERVICE MULTI OFFICER,POLICE,Phone,205,2517,205
2020-08-28 12:39:11.000,August,35,Fri,12,DAY,2,MENTAL HEALTH CASE,POLICE,E-911,418,256,619
2020-08-28 12:54:53.000,August,35,Fri,12,DAY,1,CARDIAC ARREST ALS 2- SUPV,EMS,E-911,74,3,193
2020-08-28 12:55:56.000,August,35,Fri,12,DAY,4,PARKING COMPLAINT,POLICE,Phone,39,14,39
2020-08-28 13:45:11.000,August,35,Fri,13,DAY,4,MVC HIT/RUN NO INJ DELAY,POLICE,Phone,266,3601,274
2020-08-28 13:53:50.000,August,35,Fri,13,DAY,4,PUBLIC SERVICE FIRE,FIRE,Radio,0,0,0
2020-08-28 13:55:24.000,August,35,Fri,13,DAY,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-08-28 13:56:49.000,August,35,Fri,13,DAY,3,FIRE ALARM,FIRE,,52,2,52
2020-08-28 14:11:43.000,August,35,Fri,14,DAY,1,TROUBLE BREATHING ALS 2,EMS,E-911,74,10,296
2020-08-28 14:14:52.000,August,35,Fri,14,DAY,4,PROTECTIVE ORDER ISSUED,POLICE,Phone,57,255,59
2020-08-28 14:30:53.000,August,35,Fri,14,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-08-28 14:32:43.000,August,35,Fri,14,DAY,3,PARKING COMPLAINT,POLICE,Phone,107,84,108
2020-08-28 15:08:22.000,August,35,Fri,15,DAY,1,ASSAULT NO INJURY IN PROG,POLICE,Phone,223,102,223
2020-08-28 15:09:26.000,August,35,Fri,15,DAY,4,PUBLIC SERVICE EMS,EMS,E-911,44,2,44
2020-08-28 15:13:19.000,August,35,Fri,15,DAY,3,BLS EMERGENCY,EMS,,174,1,175
2020-08-28 15:13:45.000,August,35,Fri,15,DAY,5,MVC HIT/RUN TRU,POLICE,Phone,130,270,139
2020-08-28 15:25:39.000,August,35,Fri,15,DAY,4,DEST OF PROP VEH DELAY,POLICE,Phone,217,1860,217
2020-08-28 15:26:26.000,August,35,Fri,15,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,47,491,366
2020-08-28 15:39:25.000,August,35,Fri,15,DAY,4,POLICE INFORMATION,POLICE,Phone,98,14,189
2020-08-28 16:05:15.000,August,35,Fri,16,DAY,2,MVC PROPERTY DAMAGE,POLICE,NULL,0,0,0
2020-08-28 16:05:40.000,August,35,Fri,16,DAY,3,MEDICAL ALARM ALS 1,EMS,Phone,190,2,406
2020-08-28 16:18:41.000,August,35,Fri,16,DAY,4,STALKING DELAY,POLICE,Phone,567,465,588
2020-08-28 16:46:06.000,August,35,Fri,16,DAY,4,MVC HIT/RUN NO INJ DELAY,POLICE,Phone,283,993,302
2020-08-28 17:04:53.000,August,35,Fri,17,DAY,2,ASSAULT NO INJURY IN PROG,POLICE,Phone,155,27,156
2020-08-28 17:08:34.000,August,35,Fri,17,DAY,2,AGGRESSIVE DRIVER,POLICE,Phone,40,345,561
2020-08-28 17:48:38.000,August,35,Fri,17,DAY,2,LARCENY COMM IN PROG,POLICE,Phone,110,378,159
2020-08-28 17:49:40.000,August,35,Fri,17,DAY,3,TELEPHONE COMPLAINT,POLICE,Phone,281,485,284
2020-08-28 17:51:39.000,August,35,Fri,17,DAY,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-08-28 17:54:02.000,August,35,Fri,17,DAY,2,ALARM RESIDENTIAL,POLICE,,78,132,83
2020-08-28 17:56:01.000,August,35,Fri,17,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-28 18:03:20.000,August,35,Fri,18,DAY,3,FIRE ALARM,FIRE,,58,3,59
2020-08-28 18:03:27.000,August,35,Fri,18,DAY,2,TROUBLE UNKNOWN EMS,POLICE,E-911,99,44,847
2020-08-28 18:07:37.000,August,35,Fri,18,DAY,3,FIRE ALARM,FIRE,,66,0,86
2020-08-28 18:08:54.000,August,35,Fri,18,DAY,2,ALARM RESIDENTIAL,POLICE,,61,286,81
2020-08-28 18:14:01.000,August,35,Fri,18,DAY,2,ALARM RESIDENTIAL,POLICE,,69,75,90
2020-08-28 18:14:49.000,August,35,Fri,18,DAY,4,PARKING COMPLAINT,POLICE,,92,2838,114
2020-08-28 18:19:29.000,August,35,Fri,18,DAY,2,HAZARD,POLICE,,101,100,118
2020-08-28 18:19:52.000,August,35,Fri,18,DAY,2,HAZARD,POLICE,E-911,93,226,95
2020-08-28 18:26:09.000,August,35,Fri,18,DAY,4,PROPERTY FOUND,POLICE,,92,890,94
2020-08-28 18:28:04.000,August,35,Fri,18,DAY,2,HAZARD,POLICE,,143,31,145
2020-08-28 18:31:43.000,August,35,Fri,18,DAY,2,HAZARD,POLICE,OFFICER,13,3,13
2020-08-28 18:40:26.000,August,35,Fri,18,DAY,4,TRAFFIC COMPLAINT,POLICE,Phone,131,500,133
2020-08-28 18:42:17.000,August,35,Fri,18,DAY,2,MVC PROPERTY DAMAGE,POLICE,,88,65,104
2020-08-28 18:43:35.000,August,35,Fri,18,DAY,2,SUICIDE IN PROG NO INJ,POLICE,OFFICER,24,12,24
2020-08-28 18:53:16.000,August,35,Fri,18,DAY,4,GLA RECOVERY DELAY,POLICE,OFFICER,0,0,0
2020-08-28 18:54:52.000,August,35,Fri,18,DAY,2,HAZARD,POLICE,Radio,46,20,51
2020-08-28 18:57:57.000,August,35,Fri,18,DAY,2,MVC HIT/RUN NO INJURY,POLICE,,242,358,242
2020-08-28 19:00:50.000,August,35,Fri,19,NIGHT,2,HAZARD,POLICE,,118,1673,261
2020-08-28 19:02:32.000,August,35,Fri,19,NIGHT,1,TROUBLE BREATHING ALS 2,EMS,911 Center,78,2,766
2020-08-28 19:06:35.000,August,35,Fri,19,NIGHT,3,MEDICAL ALARM ALS 1,EMS,,71,45,102
2020-08-28 19:14:11.000,August,35,Fri,19,NIGHT,2,TROUBLE UNKNOWN EMS,POLICE,,125,211,994
2020-08-28 19:15:41.000,August,35,Fri,19,NIGHT,2,MVC HIT/RUN NO INJURY,POLICE,Phone,132,50,352
2020-08-28 19:23:01.000,August,35,Fri,19,NIGHT,2,WARRANT SERVICE,POLICE,Phone,162,244,647
2020-08-28 19:31:30.000,August,35,Fri,19,NIGHT,4,MENTAL HEALTH CASE,POLICE,Phone,691,1429,692
2020-08-28 19:36:02.000,August,35,Fri,19,NIGHT,2,TROUBLE UNKNOWN NO EMS,POLICE,,70,56,70
2020-08-28 19:40:23.000,August,35,Fri,19,NIGHT,3,FIRE ALARM,FIRE,,20,6,56
2020-08-28 19:41:21.000,August,35,Fri,19,NIGHT,1,ALARM HOLDUP,POLICE,Phone,49,33,49
2020-08-28 19:55:27.000,August,35,Fri,19,NIGHT,2,HAZARD,POLICE,,101,20,648
2020-08-28 19:59:30.000,August,35,Fri,19,NIGHT,2,ASSAULT NO INJURY IN PROG,POLICE,E-911,69,96,401
2020-08-28 20:15:44.000,August,35,Fri,20,NIGHT,3,ELEVATOR,FIRE,E-911,111,3,214
2020-08-28 20:50:12.000,August,35,Fri,20,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,99,518,202
2020-08-28 20:57:50.000,August,35,Fri,20,NIGHT,3,INJURED PERSON BLS,EMS,Phone,191,1,295
2020-08-28 21:24:25.000,August,35,Fri,21,NIGHT,2,DWI - DRUNK/INTOX DRIVER,POLICE,OFFICER,0,0,0
2020-08-28 21:46:23.000,August,35,Fri,21,NIGHT,2,MVC PROPERTY DAMAGE,POLICE,,117,48,926
2020-08-28 21:47:08.000,August,35,Fri,21,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-28 21:58:16.000,August,35,Fri,21,NIGHT,1,ODOR OF SMOKE RESIDENTIAL,FIRE,,51,9,143
2020-08-28 22:09:25.000,August,35,Fri,22,NIGHT,1,TROUBLE BREATHING ALS 2,EMS,,79,3,244
2020-08-28 22:38:49.000,August,35,Fri,22,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-28 22:44:19.000,August,35,Fri,22,NIGHT,1,UNCONSCIOUS ALS 2,EMS,,42,3,174
2020-08-28 22:52:01.000,August,35,Fri,22,NIGHT,2,DISORDERLY CONDUCT,POLICE,Phone,137,36,213
2020-08-28 22:57:58.000,August,35,Fri,22,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-28 23:13:17.000,August,35,Fri,23,NIGHT,1,CARDIAC ARREST ALS 2- SUPV,EMS,E-911,76,4,385
2020-08-28 23:20:20.000,August,35,Fri,23,NIGHT,1,SEIZURE ALS 2,EMS,,43,3,982
2020-08-28 23:50:32.000,August,35,Fri,23,NIGHT,4,PROPERTY FOUND,POLICE,OFFICER,34,4,35
2020-08-29 00:26:36.000,August,35,Sat,0,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,Phone,96,2142,96
2020-08-29 00:47:37.000,August,35,Sat,0,NIGHT,4,DRUG COMPLAINT IN PROG,POLICE,Phone,76,2810,76
2020-08-29 01:06:31.000,August,35,Sat,1,NIGHT,2,DWI - DRUNK/INTOX DRIVER,POLICE,NULL,0,0,0
2020-08-29 01:34:49.000,August,35,Sat,1,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-29 02:13:47.000,August,35,Sat,2,NIGHT,2,TROUBLE UNKNOWN NO EMS,POLICE,,152,147,241
2020-08-29 02:18:53.000,August,35,Sat,2,NIGHT,3,FIRE ALARM,FIRE,,50,3,68
2020-08-29 02:42:47.000,August,35,Sat,2,NIGHT,2,SUSPICIOUS EVENT,POLICE,,81,79,81
2020-08-29 03:11:21.000,August,35,Sat,3,NIGHT,1,ODOR OF SMOKE HR RESIDENTIAL,FIRE,,39,8,781
2020-08-29 03:25:08.000,August,35,Sat,3,NIGHT,2,911 HANG UP,POLICE,,51,59,52
2020-08-29 03:57:33.000,August,35,Sat,3,NIGHT,2,TROUBLE UNKNOWN EMS,POLICE,,110,69,179
2020-08-29 04:08:13.000,August,35,Sat,4,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,49,953,60
2020-08-29 04:08:34.000,August,35,Sat,4,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,89,832,251
2020-08-29 04:17:40.000,August,35,Sat,4,NIGHT,2,SUSPICIOUS EVENT,POLICE,,63,69,71
2020-08-29 05:59:34.000,August,35,Sat,5,NIGHT,4,LARCENY FROM AUTO DELAY,POLICE,E-911,255,1148,266
2020-08-29 06:10:33.000,August,35,Sat,6,DAY,4,PUBLIC SERVICE FIRE,FIRE,Phone,141,2,141
2020-08-29 07:12:35.000,August,35,Sat,7,DAY,2,HAZARD,POLICE,Phone,57,114,85
2020-08-29 07:15:41.000,August,35,Sat,7,DAY,4,ADMINISTRATIVE TASK,POLICE,Phone,64,157,73
2020-08-29 08:02:43.000,August,35,Sat,8,DAY,3,BACK PAIN BLS,EMS,E-911,184,2,374
2020-08-29 08:14:12.000,August,35,Sat,8,DAY,3,PARKING COMPLAINT,POLICE,Phone,78,105,79
2020-08-29 08:31:48.000,August,35,Sat,8,DAY,4,TRAFFIC COMPLAINT,POLICE,Phone,0,0,0
2020-08-29 08:57:36.000,August,35,Sat,8,DAY,3,LARCENY OTHER DELAY,POLICE,Phone,154,102,170
2020-08-29 09:10:08.000,August,35,Sat,9,DAY,2,DISORDERLY CONDUCT,POLICE,E-911,295,158,311
2020-08-29 09:14:38.000,August,35,Sat,9,DAY,2,FLAG DOWN,POLICE,NULL,0,0,0
2020-08-29 09:30:43.000,August,35,Sat,9,DAY,2,DISORDERLY CONDUCT,POLICE,E-911,229,108,263
2020-08-29 09:56:57.000,August,35,Sat,9,DAY,1,TROUBLE BREATHING ALS 2,EMS,Cell Phone,144,2,198
2020-08-29 10:01:52.000,August,35,Sat,10,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-08-29 10:03:10.000,August,35,Sat,10,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,220,913,232
2020-08-29 10:19:48.000,August,35,Sat,10,DAY,2,DISORDERLY CONDUCT,POLICE,OFFICER,251,103,273
2020-08-29 10:20:44.000,August,35,Sat,10,DAY,4,PARKING COMPLAINT,POLICE,Radio,21,5,34
2020-08-29 10:22:16.000,August,35,Sat,10,DAY,4,LARCENY FROM AUTO DELAY,POLICE,Phone,162,3068,391
2020-08-29 11:16:09.000,August,35,Sat,11,DAY,4,MVC HIT/RUN NO INJ DELAY,POLICE,Phone,187,586,200
2020-08-29 11:43:49.000,August,35,Sat,11,DAY,2,DOMESTIC VIOL NO INJ,POLICE,E-911,220,214,496
2020-08-29 11:49:32.000,August,35,Sat,11,DAY,2,TROUBLE UNKNOWN EMS,POLICE,,169,44,2877
2020-08-29 12:09:27.000,August,35,Sat,12,DAY,4,ABANDONED AUTO,POLICE,Phone,108,658,236
2020-08-29 12:30:06.000,August,35,Sat,12,DAY,3,PARKING COMPLAINT,POLICE,Phone,110,938,120
2020-08-29 12:51:59.000,August,35,Sat,12,DAY,3,PARKING COMPLAINT,POLICE,Phone,170,5262,750
2020-08-29 13:34:48.000,August,35,Sat,13,DAY,4,DOMESTIC VIOL DELAY,POLICE,Phone,348,3450,348
2020-08-29 13:47:24.000,August,35,Sat,13,DAY,3,FIRE ALARM,FIRE,Phone,60,1,94
2020-08-29 13:53:52.000,August,35,Sat,13,DAY,4,POLICE INFORMATION,POLICE,Radio,14,10,31
2020-08-29 13:57:20.000,August,35,Sat,13,DAY,2,ALARM RESIDENTIAL,POLICE,Phone,60,37,61
2020-08-29 14:14:35.000,August,35,Sat,14,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,33,92,145
2020-08-29 14:26:54.000,August,35,Sat,14,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,51,57,143
2020-08-29 14:28:57.000,August,35,Sat,14,DAY,4,FALSE PRETENSE/SWINDLE DELAY,POLICE,,967,3926,1119
2020-08-29 14:33:10.000,August,35,Sat,14,DAY,2,SUSPICIOUS EVENT,POLICE,Phone,136,36,149
2020-08-29 14:35:39.000,August,35,Sat,14,DAY,2,TRAFFIC COMPLAINT,POLICE,Phone,29,167,231
2020-08-29 14:52:10.000,August,35,Sat,14,DAY,4,DEST OF PROP RES DELAY,POLICE,Phone,119,4385,168
2020-08-29 15:07:37.000,August,35,Sat,15,DAY,4,ANIMAL COMPLAINT,POLICE,Phone,100,344,432
2020-08-29 15:12:52.000,August,35,Sat,15,DAY,4,LARCENY RESIDENTIAL DELAY,POLICE,Phone,282,2836,285
2020-08-29 16:09:57.000,August,35,Sat,16,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,131,556,136
2020-08-29 16:19:15.000,August,35,Sat,16,DAY,3,ASSIST CITIZEN DELAY,POLICE,Phone,174,3786,249
2020-08-29 16:23:19.000,August,35,Sat,16,DAY,3,TRAFFIC COMPLAINT,POLICE,Phone,321,143,325
2020-08-29 16:30:14.000,August,35,Sat,16,DAY,2,MVC PROPERTY DAMAGE,POLICE,Phone,150,67,183
2020-08-29 16:30:49.000,August,35,Sat,16,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-29 16:34:50.000,August,35,Sat,16,DAY,4,GLA DELAY,POLICE,Phone,332,8806,355
2020-08-29 16:35:25.000,August,35,Sat,16,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-29 16:40:07.000,August,35,Sat,16,DAY,2,LARCENY COMM IN PROG,POLICE,E-911,116,68,211
2020-08-29 16:51:36.000,August,35,Sat,16,DAY,4,LARCENY OTHER DELAY,POLICE,OFFICER,21,492,21
2020-08-29 17:11:13.000,August,35,Sat,17,DAY,4,PARKING COMPLAINT,POLICE,Phone,128,1873,1086
2020-08-29 17:33:32.000,August,35,Sat,17,DAY,2,WARRANT SERVICE,POLICE,OFFICER,15,4298,16
2020-08-29 17:43:54.000,August,35,Sat,17,DAY,2,TROUBLE UNKNOWN EMS,POLICE,E-911,54,86,249
2020-08-29 18:02:06.000,August,35,Sat,18,DAY,1,TROUBLE BREATHING ALS 2,EMS,,52,3,208
2020-08-29 18:11:02.000,August,35,Sat,18,DAY,2,DOMESTIC VIOL NO INJ,POLICE,,117,287,132
2020-08-29 18:19:26.000,August,35,Sat,18,DAY,3,FIRE ALARM,FIRE,Phone,40,2,40
2020-08-29 18:36:43.000,August,35,Sat,18,DAY,4,GLA DELAY,POLICE,,194,2166,194
2020-08-29 18:49:31.000,August,35,Sat,18,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,109,26,110
2020-08-29 19:15:21.000,August,35,Sat,19,NIGHT,2,MVC PROPERTY DAMAGE,POLICE,,76,86,173
2020-08-29 19:17:31.000,August,35,Sat,19,NIGHT,4,PARKING COMPLAINT,POLICE,Phone,114,367,122
2020-08-29 19:21:52.000,August,35,Sat,19,NIGHT,3,ELEVATOR,FIRE,,23,1,73
2020-08-29 19:31:55.000,August,35,Sat,19,NIGHT,2,MENTAL HEALTH CASE,POLICE,NULL,0,0,0
2020-08-29 19:55:48.000,August,35,Sat,19,NIGHT,2,TRESPASSING IN PROG,POLICE,Phone,165,348,174
2020-08-29 20:01:44.000,August,35,Sat,20,NIGHT,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-08-29 20:09:51.000,August,35,Sat,20,NIGHT,3,MENTAL HEALTH CASE,POLICE,Phone,78,784,78
2020-08-29 20:11:17.000,August,35,Sat,20,NIGHT,2,MENTAL HEALTH CASE,POLICE,OFFICER,14,11255,15
2020-08-29 20:13:37.000,August,35,Sat,20,NIGHT,4,POLICE INFORMATION,POLICE,OFFICER,12,10,13
2020-08-29 20:35:13.000,August,35,Sat,20,NIGHT,2,WARRANT SERVICE,POLICE,OFFICER,17,13,18
2020-08-29 20:50:21.000,August,35,Sat,20,NIGHT,2,ASSAULT NO INJURY IN PROG,POLICE,Phone,44,31,701
2020-08-29 20:52:34.000,August,35,Sat,20,NIGHT,2,TROUBLE UNKNOWN EMS,POLICE,Phone,123,23,123
2020-08-29 21:00:30.000,August,35,Sat,21,NIGHT,2,WEAPON VIOL GUN IN PROG,POLICE,,47,23,88
2020-08-29 21:02:51.000,August,35,Sat,21,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,53,4944,90
2020-08-29 21:10:46.000,August,35,Sat,21,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-29 21:23:50.000,August,35,Sat,21,NIGHT,2,DISORDERLY CONDUCT,POLICE,Phone,100,53,100
2020-08-29 21:26:43.000,August,35,Sat,21,NIGHT,2,WEAPON VIOL GUN DELAY,POLICE,Phone,195,662,201
2020-08-29 21:49:48.000,August,35,Sat,21,NIGHT,2,ASSIST CITIZEN PROMPT,POLICE,OFFICER,14,7,14
2020-08-29 21:50:31.000,August,35,Sat,21,NIGHT,4,PARKING COMPLAINT,POLICE,Phone,377,144,379
2020-08-29 21:52:59.000,August,35,Sat,21,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,Phone,205,26,206
2020-08-29 21:55:45.000,August,35,Sat,21,NIGHT,4,NOISE COMPLAINT LOUD PARTY,POLICE,,116,2894,116
2020-08-29 21:57:31.000,August,35,Sat,21,NIGHT,4,ASSIST CITIZEN DELAY,POLICE,,74,386,74
2020-08-29 21:58:59.000,August,35,Sat,21,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,,411,23,411
2020-08-29 22:01:30.000,August,35,Sat,22,NIGHT,2,ON VIEW,POLICE,NULL,0,0,0
2020-08-29 22:02:59.000,August,35,Sat,22,NIGHT,2,DISABLED MOTORIST,POLICE,OFFICER,21,7,21
2020-08-29 22:25:42.000,August,35,Sat,22,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-29 22:31:24.000,August,35,Sat,22,NIGHT,2,ASSIST OUTSIDE AGENCY,POLICE,OFFICER,26,5,27
2020-08-29 22:33:32.000,August,35,Sat,22,NIGHT,2,DWI - DRUNK/INTOX DRIVER,POLICE,,90,32,140
2020-08-29 22:40:11.000,August,35,Sat,22,NIGHT,2,MENTAL HEALTH CASE,POLICE,OFFICER,13,14318,13
2020-08-29 23:00:34.000,August,35,Sat,23,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-29 23:12:32.000,August,35,Sat,23,NIGHT,2,FLAG DOWN,POLICE,NULL,0,0,0
2020-08-29 23:15:21.000,August,35,Sat,23,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,48,203,93
2020-08-29 23:17:16.000,August,35,Sat,23,NIGHT,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-08-29 23:21:48.000,August,35,Sat,23,NIGHT,2,SUSPICIOUS EVENT,POLICE,,74,117,75
2020-08-29 23:43:02.000,August,35,Sat,23,NIGHT,2,DIP - DRUNK/INTOX PERSON,POLICE,OFFICER,15,6851,15
2020-08-30 00:13:02.000,August,36,Sun,0,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,28,1056,46
2020-08-30 00:17:08.000,August,36,Sun,0,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-30 00:24:30.000,August,36,Sun,0,NIGHT,2,DISORDERLY CONDUCT,POLICE,,47,109,50
2020-08-30 00:39:58.000,August,36,Sun,0,NIGHT,2,ALARM COMMERCIAL,POLICE,,91,19,203
2020-08-30 00:47:49.000,August,36,Sun,0,NIGHT,1,ALARM RESIDENTIAL NIGHTIME,POLICE,,42,40,75
2020-08-30 00:56:28.000,August,36,Sun,0,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,20,1677,20
2020-08-30 01:05:03.000,August,36,Sun,1,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-30 02:00:41.000,August,36,Sun,2,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-08-30 02:02:53.000,August,36,Sun,2,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,135,208,140
2020-08-30 02:26:29.000,August,36,Sun,2,NIGHT,3,FALL BLS,EMS,,38,0,154
2020-08-30 03:10:27.000,August,36,Sun,3,NIGHT,2,MENTAL HEALTH CASE,POLICE,,118,2593,118
2020-08-30 03:15:54.000,August,36,Sun,3,NIGHT,2,SUSPICIOUS EVENT,POLICE,,73,463,410
2020-08-30 03:18:37.000,August,36,Sun,3,NIGHT,1,UNKNOWN MEDICAL ALS 1 - SUPV,EMS,,254,5,292
2020-08-30 03:29:13.000,August,36,Sun,3,NIGHT,2,SUSPICIOUS EVENT,POLICE,,133,235,135
2020-08-30 04:06:08.000,August,36,Sun,4,NIGHT,2,OVERDOSE ALS 2,EMS,,31,4,208
2020-08-30 06:18:59.000,August,36,Sun,6,DAY,3,FIRE ALARM,FIRE,E-911,248,7,285
2020-08-30 07:20:43.000,August,36,Sun,7,DAY,1,SEIZURE ALS 2,EMS,E-911,45,0,289
2020-08-30 07:32:06.000,August,36,Sun,7,DAY,2,ALARM RESIDENTIAL,POLICE,Phone,104,45,109
2020-08-30 07:53:16.000,August,36,Sun,7,DAY,1,WEAPON VIOL GUN IN PROG,POLICE,E-911,92,20,362
2020-08-30 08:00:32.000,August,36,Sun,8,DAY,3,INVESTIGATION,FIRE,E-911,270,3,284
2020-08-30 08:05:18.000,August,36,Sun,8,DAY,3,LACERATION BLS,EMS,,41,1,77
2020-08-30 08:40:20.000,August,36,Sun,8,DAY,2,ALARM COMMERCIAL,POLICE,Phone,119,69,130
2020-08-30 09:15:06.000,August,36,Sun,9,DAY,3,BLS EMERGENCY,EMS,E-911,72,1,266
2020-08-30 09:59:06.000,August,36,Sun,9,DAY,4,ASSIST CITIZEN DELAY,POLICE,Radio,12,6,30
2020-08-30 10:02:37.000,August,36,Sun,10,DAY,3,MEDICAL ALARM ALS 1,EMS,E-911,110,2,126
2020-08-30 10:09:28.000,August,36,Sun,10,DAY,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-08-30 10:44:58.000,August,36,Sun,10,DAY,3,ANIMAL BARKING DOG,POLICE,Phone,33,25,46
2020-08-30 10:46:53.000,August,36,Sun,10,DAY,4,PARKING COMPLAINT,POLICE,Phone,40,238,46
2020-08-30 11:19:17.000,August,36,Sun,11,DAY,4,MVC HIT/RUN NO INJ DELAY,POLICE,Phone,210,401,962
2020-08-30 12:39:27.000,August,36,Sun,12,DAY,2,ALARM RESIDENTIAL,POLICE,Phone,111,1551,123
2020-08-30 12:44:38.000,August,36,Sun,12,DAY,3,FIRE ALARM,FIRE,Phone,78,2,97
2020-08-30 12:51:58.000,August,36,Sun,12,DAY,3,BACK PAIN BLS,EMS,E-911,149,4,259
2020-08-30 13:43:42.000,August,36,Sun,13,DAY,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-08-30 13:45:29.000,August,36,Sun,13,DAY,1,ASSAULT NO INJURY IN PROG,POLICE,,79,12,120
2020-08-30 13:48:31.000,August,36,Sun,13,DAY,4,PROPERTY FOUND,POLICE,Phone,127,7613,131
2020-08-30 13:55:54.000,August,36,Sun,13,DAY,2,WARRANT SERVICE,POLICE,Phone,211,410,320
2020-08-30 14:46:17.000,August,36,Sun,14,DAY,1,UNCONSCIOUS ALS 2,EMS,E-911,80,3,80
